PERSON_ID,PERSON_TYPE,CRASH_RECORD_ID,CRASH_DATE_x,SEX,AGE,SAFETY_EQUIPMENT,PEDPEDAL_ACTION,PEDPEDAL_LOCATION,BAC_RESULT,CRASH_DATE_EST_I,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,CRASH_TYPE,STREET_NAME,LATITUDE,LONGITUDE,LOCATION
O1808626,BICYCLE,55e5302bf2d2b2597b6d4e8c474a3aaa740aa3b7bf2167b6d1fe43df1c0bdee06b53ccabc368ac73d137ba37e98fe7f8aad1ffa64768c254249e8ef16dc07891,05/01/2024 07:50:00 AM,X,,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),CROSSING - NO CONTROLS (NOT AT INTERSECTION),UNKNOWN/NA,,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,ALLEY,STRAIGHT AND LEVEL,UNKNOWN,NO INJURY / DRIVE AWAY,WALDEN PKWY,41.7101446089,-87.668768664,POINT (-87.668768663968 41.710144608883)
O1808488,BICYCLE,12881ee89218779f2ce6e33f7ca7e9defb8fe282ef3270214a1e02c967951094fc24a531afce3797649c739e521c1e13baf0b3d7937f3eb4fd2dec23915afea0,04/30/2024 07:14:00 PM,M,26.0,HELMET NOT USED,WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,ILLINOIS ST,41.8909657462,-87.6285425687,POINT (-87.628542568684 41.890965746155)
O1808403,BICYCLE,21eff29353ae783e0c1a2e867ac4248508ba7c0854c058ac19ecac4acce7940581c84d798f4ca18c9ebab82df08f8059e3c66e1c32bc320150b2d92573dcb861,04/30/2024 05:45:00 PM,M,18.0,HELMET NOT USED,WITH TRAFFIC,BIKEWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,ELSTON AVE,41.9524303621,-87.7175246487,POINT (-87.717524648663 41.952430362071)
O1808327,BICYCLE,ed7af92d5bcde880c8770782802e0c1a0af81c21444fe3f2293312cb970d87d917cdedec3b4427f7f2bf1198411954f4b3a432ae9e2acab4d550633c60960ada,04/30/2024 04:55:00 PM,M,41.0,HELMET NOT USED,CROSSING - WITH SIGNAL,IN CROSSWALK,TEST NOT OFFERED,,20,CLEAR,DAYLIGHT,PEDALCYCLIST,"FIVE POINT, OR MORE",STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,WESTERN AVE,41.8647450693,-87.6858404547,POINT (-87.685840454681 41.864745069282)
O1808123,BICYCLE,d47e344433d0350db19ef27fe9eb416300c433938a1ecc812fe448e631d0eea963c5278b25283e1557eb590911e8cb41fa9efc9decbe6e21c55ae7761e05c548,04/30/2024 08:30:00 AM,M,29.0,USAGE UNKNOWN,UNKNOWN/NA,IN CROSSWALK,TEST NOT OFFERED,Y,25,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,RIDGE BLVD,42.0049988292,-87.6802304501,POINT (-87.680230450119 42.004998829195)
O1808723,BICYCLE,d47e344433d0350db19ef27fe9eb416300c433938a1ecc812fe448e631d0eea963c5278b25283e1557eb590911e8cb41fa9efc9decbe6e21c55ae7761e05c548,04/30/2024 08:30:00 AM,M,29.0,HELMET NOT USED,UNKNOWN/NA,IN CROSSWALK,TEST NOT OFFERED,Y,25,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,RIDGE BLVD,42.0049988292,-87.6802304501,POINT (-87.680230450119 42.004998829195)
O1807733,BICYCLE,aea53956d3ed4d59364e2c7b8cc27de80b9d6b9d294e174a6c419dac720a8d666c1c93081bdd985c94a99f46b0e1a823b91568d326ae6905b3f32ea077d6b988,04/29/2024 05:15:00 PM,M,,HELMET NOT USED,ENTER FROM DRIVE/ALLEY,UNKNOWN/NA,TEST NOT OFFERED,,30,UNKNOWN,UNKNOWN,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,NO INJURY / DRIVE AWAY,ROSCOE ST,41.9425993553,-87.7460535944,POINT (-87.746053594391 41.942599355261)
O1807780,BICYCLE,0fea69c9f3debf7504adf685cedb2e72b7f87451aad06206d295b4d884fdc2c96bd749d47dd65eaf9c1974af31e66bbd22316f708b69cc8b53806b2cadd814b3,04/29/2024 04:50:00 PM,M,16.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,15,CLEAR,DAYLIGHT,PEDALCYCLIST,ALLEY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,HARDING AVE,41.9166360356,-87.7254659588,POINT (-87.72546595882 41.91663603557)
O1808020,BICYCLE,fa29c66e706e3fbe61cfb1a306eba4bf5e58cdc950beffbb4502df6265b0c686f38f885f39804c4c5d8f225232759d1c2833a540ed3d3d2d8b3896eff5b5ffe4,04/29/2024 04:00:00 PM,M,18.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),TURNING LEFT,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,CARPENTER ST,41.8579631275,-87.6533577348,POINT (-87.653357734764 41.857963127451)
O1807503,BICYCLE,55830ebd567d812109bd5b234dec01384022e288ad3a30a97d32bf43420a0688b2f4df031b2f25c529a326fda502cb200f5379584f772f3d00a831dad905afaa,04/29/2024 03:15:00 PM,M,,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),TURNING LEFT,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,18TH ST,41.85791166,-87.6515953949,POINT (-87.651595394851 41.85791166)
O1807513,BICYCLE,832262d3aafcd92b8755cddaf5954e940eb96b6146a2797b6aef051b93132158d76c480a810c23d77ecfa45086d56d275372de47eeee4bfe6bf9c55561c57214,04/29/2024 02:41:00 PM,M,35.0,HELMET NOT USED,AGAINST TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLOUDY/OVERCAST,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,PULASKI RD,41.9682677087,-87.7278812305,POINT (-87.727881230535 41.968267708748)
O1807224,BICYCLE,7cec8ca38aa71946370b2a3853dd02c253208041f7367437946f9df4594fa347593b41dcd871ca10ebe34517d75731f371bc60ff26ead6e45c38f6c9f3b14847,04/29/2024 07:57:00 AM,M,24.0,HELMET NOT USED,TURNING LEFT,BIKE LANE,TEST NOT OFFERED,,30,RAIN,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,WET,INJURY AND / OR TOW DUE TO CRASH,WASHINGTON ST,41.8833286097,-87.6269769955,POINT (-87.626976995455 41.883328609655)
O1807638,BICYCLE,522e6ae36fb88353601babe20b677b93a6ff495d6a74835c6c7cf3cbf34f5fc516e4fc4d5d3b91f0d0e6c906e7942ac2f750da6cf6ce540901c23f894ae80b93,04/29/2024 06:40:00 AM,M,,HELMET NOT USED,CROSSING - AGAINST SIGNAL,BIKE LANE,TEST NOT OFFERED,,20,RAIN,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,WET,NO INJURY / DRIVE AWAY,ROSCOE ST,41.94284611,-87.7071407237,POINT (-87.707140723713 41.942846110019)
O1807078,BICYCLE,054c436a9e9fac65c6d87cb72aff769661fc844b363e83dddf1b08f598cd1ecaed15d84e41160e3a836531c8a48aa316e2a33d7980b36fecac063c515a3eb152,04/28/2024 10:57:00 PM,M,30.0,HELMET NOT USED,CROSSING - NO CONTROLS (NOT AT INTERSECTION),UNKNOWN/NA,,,30,CLEAR,DARKNESS,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,WESTERN AVE,41.7773252728,-87.6837383935,POINT (-87.683738393495 41.777325272828)
O1806885,BICYCLE,436014e2bfe6300911cccce83cb0a67248f9846768f67a297862a4c1867ec75e1155e8c13d87e5087fd051101364738deb586c4116bd8025f2c1be544d656d0f,04/28/2024 03:45:00 PM,M,38.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,BIKE LANE,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,MILWAUKEE AVE,41.8896403136,-87.6454186555,POINT (-87.645418655508 41.889640313571)
O1807481,BICYCLE,59f0d895b53f74929053bcd984dbb2105933425d17990fce11d666ee3b1d27fbe81bab27a82f1fa10360359381c013411445e366d5a81fc1ae85b443e2446e83,04/28/2024 03:00:00 PM,M,63.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),NO ACTION,BIKEWAY,TEST NOT OFFERED,,25,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,WRIGHTWOOD AVE,41.9283515295,-87.7180971041,POINT (-87.718097104081 41.928351529514)
O1806946,BICYCLE,2170540ed5c4e1cf46fa945a7c0d57d0432e0d06bfdd93d4427f8ccf9f5befa3744a8e94f50910cfc12dab7f00bd1b702f4443605add90a3964c58fb51904c33,04/28/2024 02:15:00 PM,M,21.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),OTHER ACTION,DRIVEWAY ACCESS,TEST NOT OFFERED,,10,CLEAR,DAYLIGHT,PEDALCYCLIST,DRIVEWAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,FOSTER AVE,41.9752598896,-87.7442136774,POINT (-87.744213677351 41.975259889615)
O1806404,BICYCLE,dc0ac0b2f1e70433a7462c7d4e86075606f3dad5b796a8c9083e61fb8093046414354461aac4f3c4f6e4335c9baab55bb84cbab5eb26f33596d904b1178605b9,04/27/2024 08:20:00 PM,M,24.0,HELMET NOT USED,UNKNOWN/NA,IN ROADWAY,TEST NOT OFFERED,Y,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,SHEFFIELD AVE,41.9374609271,-87.6538767058,POINT (-87.653876705756 41.937460927081)
O1836935,BICYCLE,f01db5e4001e77db09b8af12278f727d5db45660e9828b3cea2cbc9e209548ab82bf2c0ad07baf6f49a487fa67f37a8dc92daceba9d4b13f7c86939a57b5edd6,04/27/2024 07:15:00 PM,M,73.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,IN CROSSWALK,TEST NOT OFFERED,,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,ROGERS AVE,41.9895268816,-87.7330980752,POINT (-87.73309807522 41.989526881552)
O1806301,BICYCLE,90403c4a5e7beb9dd01252b1afe96db89e1b3acd256bf93216224393ed021ed5f0124e302f90679eb9c3c8ea0b94db89e4f35c5d14ab07e3ce5e406906f60271,04/27/2024 06:00:00 PM,M,20.0,HELMET NOT USED,NO ACTION,IN ROADWAY,TEST NOT OFFERED,,25,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,BRYN MAWR AVE,41.9837408245,-87.6595660109,POINT (-87.659566010853 41.983740824529)
O1806287,BICYCLE,b51e8348590190dd3ff96086818e3644035ac284591315091c4a077b4ca2646708ccd2d06d375886d02b4a7458383dd9296c8b8908118ed7b61457cce055ce18,04/27/2024 05:50:00 PM,M,63.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),CROSSING - WITH SIGNAL,BIKEWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,UNKNOWN,NO INJURY / DRIVE AWAY,DIVISION ST,41.903986409,-87.6330022048,POINT (-87.633002204832 41.903986409044)
O1807311,BICYCLE,627c6e4ada4079421f1b32fca210aee14f37af9353ef53152b41fcd3c398985ec65ee7eae9a557000f0ea40ff86cf2ccb1ad10a1ac080c67addbee7a7ca48e32,04/27/2024 02:18:00 PM,M,,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),CROSSING - WITH SIGNAL,IN CROSSWALK,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,GRAND AVE,41.8912954209,-87.6475278747,POINT (-87.647527874697 41.891295420894)
O1806792,BICYCLE,35e8be0aa3bff1ec166bd4a75eb10295d4364df5bc2a70d2e4d4ff7ac75f4218771ada624bc6130b8866ba363171c6aeaaef943e2752c9f8fc0f1bc0b69b8c63,04/27/2024 01:55:00 PM,F,26.0,HELMET NOT USED,UNKNOWN/NA,BIKEWAY,TEST NOT OFFERED,,30,UNKNOWN,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,CLARK ST,41.9305534466,-87.6436487851,POINT (-87.643648785065 41.930553446632)
O1806141,BICYCLE,629740a554dfeccca17919f41fefc2d312aaade7d134044b87c125d43bb52d4fd126c3e48034d3392b1738a7128a839593c5f5148f1c50537267572b4959f392,04/27/2024 01:38:00 PM,M,16.0,HELMET NOT USED,UNKNOWN/NA,UNKNOWN/NA,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,29TH ST,41.8415166703,-87.6467686191,POINT (-87.646768619149 41.841516670261)
O1805842,NON-MOTOR VEHICLE,5cd398d596a8dcb8521b790b2c21f8e9dfa6d892e41fb2a2ae5aca71a11d7429d3b81786e45205f74d92ba89776a2bb528379216263b687c90e0cbbb550ea31b,04/27/2024 02:18:00 AM,M,,NONE PRESENT,,,,,30,RAIN,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,WET,INJURY AND / OR TOW DUE TO CRASH,83RD ST,41.7427764973,-87.6774180173,POINT (-87.677418017289 41.742776497302)
O1805313,BICYCLE,762f74d8154a86777d080e679d664cb7c90d0685dd97e942cc8e37a2837f54778fb3141542f97837b053d7b9484e31c18d35adb0f1202568ff7109424f4cb3cf,04/26/2024 12:36:00 PM,M,29.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),UNKNOWN/NA,IN ROADWAY,TEST NOT OFFERED,,25,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,LA SALLE DR,41.9039692113,-87.6330707107,POINT (-87.633070710665 41.903969211265)
O1805153,NON-MOTOR VEHICLE,b1921fd8c7ba40b829f0755f869617c42bc702f1bd0f25ec5790e3b3d385cbd2985747f53b64faeac543a352fe314733873e8dbf097d02104b3a405eef30efe3,04/26/2024 07:00:00 AM,M,43.0,NONE PRESENT,WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,Y,30,CLEAR,DAYLIGHT,OTHER OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,BLUE ISLAND AVE,41.8506511899,-87.6705788573,POINT (-87.670578857298 41.850651189918)
O1804958,NON-MOTOR VEHICLE,9788921ad72ee86d81325fa5393dbddb75b633cbd490910330abc1f07b809742ebfafc48ed7676e4b291298f362c31b0cef85d962fd184f4fea0496fe75be3df,04/25/2024 07:45:00 PM,X,,NONE PRESENT,,,TEST NOT OFFERED,,30,CLEAR,"DARKNESS, LIGHTED ROAD",ANIMAL,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,CICERO AVE,41.9792537624,-87.7482693438,POINT (-87.748269343787 41.979253762439)
O1805537,BICYCLE,46e26d3d42d1b8da42c8256639678f31efc1b65abfb863ca4b374214a6f2b6dbec0dac1464c48b499b3518108603e0e00ef068f959000356e92a5afb8157c17f,04/25/2024 05:00:00 PM,M,45.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,BIKE LANE,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,OTHER,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,ELSTON AVE,41.9680393614,-87.7402838945,POINT (-87.74028389449 41.968039361437)
O1804783,BICYCLE,ac8aa4f387fce8da0057774c9cb42bdeb8a1f1dd47f3a713a176b7661127c80d7666217d5eb012286b969cafa27f2c3ecda99cd5d8e1ed49ab9604fc6e4ee63e,04/25/2024 07:48:00 AM,M,46.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,BIKE LANE,TEST NOT OFFERED,,20,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,ROSCOE ST,41.9430202752,-87.6853269716,POINT (-87.685326971604 41.943020275151)
O1804232,NON-MOTOR VEHICLE,be1a3b765243762ecad86e870ab9b5913d02c19ab149032366370c56cd432ed596f1ee5545cfa3dc75cbeabe5b80fa04b2b4dc0a0ffb6c8593411a467f02c521,04/24/2024 07:30:00 PM,F,12.0,USAGE UNKNOWN,CROSSING - NO CONTROLS (AT INTERSECTION),IN CROSSWALK,TEST NOT OFFERED,,30,CLEAR,UNKNOWN,OTHER OBJECT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,JACKSON BLVD,41.8772494212,-87.7022792929,POINT (-87.70227929285 41.877249421163)
O1804190,BICYCLE,5798ea479a49f607379afe124373a19d13a6952a537793e5d9d50c07e8b020a3c53d53af2d417a04652cc23880c3aafefecded9fdd0196180fc2e5556eecad78,04/24/2024 06:58:00 PM,M,34.0,HELMET NOT USED,TURNING LEFT,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,MILWAUKEE AVE,41.9221136664,-87.695840376,POINT (-87.695840376028 41.922113666397)
O1805174,BICYCLE,da71e156576edcd562e5d72d6b796f875ddc6e520f051270bad80230e91ebe0b9ca5203c2861b247035995ff81666368eca81f0b27c126f4e9c5298cf510ea8a,04/24/2024 06:55:00 PM,M,28.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,IN CROSSWALK,TEST NOT OFFERED,,25,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,STOCKTON DR,41.9308680584,-87.6390304109,POINT (-87.639030410855 41.930868058417)
O1804148,BICYCLE,0b107e306ee8148a1f9812220f68edb8ae87d9fc14f0b7d68a3dcd341448fa32a2b901018dacd6a9dc9de3119f50c3a9d1874c977b4c60a7eb99354e56a08e87,04/24/2024 05:36:00 PM,F,39.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),CROSSING - WITH SIGNAL,IN CROSSWALK,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,9TH ST,41.8706442671,-87.6275442816,POINT (-87.627544281582 41.870644267082)
O1804080,BICYCLE,0f215de682f1fcaf5b3bfd2afc0a8fe4845e6b0ef2399f78340c626b3be11f4d86df1b41fb2bd80f6ae58ad44006d9cacdbd48e16b9acaa9d75cd8a440cba040,04/24/2024 05:30:00 PM,F,31.0,HELMET NOT USED,UNKNOWN/NA,IN ROADWAY,TEST NOT OFFERED,,15,CLEAR,DAYLIGHT,OTHER OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,WASHTENAW AVE,41.9410515544,-87.6954269597,POINT (-87.695426959714 41.941051554418)
O1804279,BICYCLE,0c7cd9bd7ccd9671526e9af7aea99e32eaaead55bcfb2a833f9fed11036664c712bdd18a21c4ca658404f4c3ee0258d1da7a0368d20b929aa86fbde630674404,04/24/2024 05:00:00 PM,M,,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),CROSSING - AGAINST SIGNAL,BIKEWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,DEARBORN ST,41.8945249006,-87.629872691,POINT (-87.629872691026 41.894524900629)
O1804103,BICYCLE,255e051589c34ec35e98e28bdae5eb3a3f0cf77d6d95d1065ffc8f61ab2ac4617a9d43a139073def2b23b2d6ca15b9a3e7aa650eabf0106df117a3c327192591,04/24/2024 03:30:00 PM,M,24.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,BIKEWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,DEARBORN ST,41.8947407186,-87.6295789209,POINT (-87.62957892094 41.894740718616)
O1806269,NON-MOTOR VEHICLE,1d32c91f899694cb68e7495a833c99f8b2c4ca6375f43388900d7cce1e5f53bf99630592c40e8f10153ff096c90867bb2ea05614d6c4b6b0961c7021b52b3c2a,04/24/2024 12:00:00 PM,X,,USAGE UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,TEST NOT OFFERED,,30,UNKNOWN,UNKNOWN,OTHER OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,NO INJURY / DRIVE AWAY,LA SALLE ST,41.6807923832,-87.6265236339,POINT (-87.626523633936 41.68079238318)
O1803585,BICYCLE,05f7e8ae6291c2ab3bb681fa5fc317e76578f699677851197b467b6db03d89c4f989240d249f2eddcc09b0c02ed0fc503605276f23058b08f97ed988d5cdeaab,04/23/2024 05:29:00 PM,M,62.0,HELMET NOT USED,WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,20,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,KARLOV AVE,41.9062929673,-87.729005242,POINT (-87.729005242018 41.906292967263)
O1803479,NON-MOTOR VEHICLE,557a6a3c9905c5bd453ebc80c15ee1673dd9272cdd0104dc35879d41895c027fc3c5128f584d12ca5b7c8f6e6fa4730d0c576c81992848af35cd4f8eb70261ff,04/23/2024 04:25:00 PM,M,29.0,USAGE UNKNOWN,UNKNOWN/NA,BIKE LANE,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,OTHER OBJECT,ONE-WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,DEARBORN ST,41.8884137431,-87.629410813,POINT (-87.629410812998 41.888413743062)
O1803423,BICYCLE,4171d01d16244ef2c921c1ad60950fc0d56ac072aa4dd18f487e06e9c6573fd6c1aaa7e81e48f2f90e4e4b0199ba3807757b49cce2417d757503acf158b8a950,04/23/2024 04:10:00 PM,M,28.0,HELMET NOT USED,NO ACTION,BIKE LANE,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,MONTROSE AVE,41.9613389001,-87.679692409,POINT (-87.679692409029 41.961338900106)
O1803649,NON-MOTOR VEHICLE,6b173636c0c7f0f4e6353283c16dab0b45bfbe1b648baab013f798dafb67aba1c9e2133afc9f487a716043b5e58dfde0bda2ecbda603ed2f9e7feeed6c89e2fd,04/23/2024 03:30:00 PM,M,60.0,,,,,,30,CLEAR,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,MICHIGAN AVE,41.6680799691,-87.6204394125,POINT (-87.620439412534 41.668079969113)
O1803261,BICYCLE,74a64adaf9e458e14531d713183e4d60e27593d3afac099b456275d0a90f1405b369aa8a6b1b145b5466c85f912c3d711c3c473cd0d7e5fd22db1ba84adf99f7,04/23/2024 11:56:00 AM,M,25.0,HELMET NOT USED,AGAINST TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLOUDY/OVERCAST,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,IDA B WELLS DR,41.8757963712,-87.6261397631,POINT (-87.62613976308 41.875796371188)
O1803021,BICYCLE,0545896cb60c441ee00aee6ee19fb5faef0552ac8058e01d3df5483ccdf7edc5823acfebc93ceeea60e2b553754110bb62d6e905c3edb09db749faaa7f525bce,04/22/2024 08:43:00 PM,M,48.0,HELMET NOT USED,WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,Y,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,ARCHER AVE,41.8230896542,-87.6893483121,POINT (-87.689348312112 41.823089654242)
O1802437,BICYCLE,db75df532991a4567cbbadaa36ec70b045ff8a0c402173925b09ae1ec8d4e40c1f0eb15663f8ef9f88c4ac15753617e4518b5ff9a5581c6c74eea93553e045f0,04/22/2024 06:35:00 AM,M,43.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),NO ACTION,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,FULLERTON AVE,41.9245930218,-87.7268192684,POINT (-87.726819268403 41.924593021753)
O1802769,BICYCLE,a752fbf23c0edb7b2631bac01562168c3ef41dc0af4ca38ba3603d31f7ac984200044ac6294ad08ee7a046d50364e253ca5385e3b782d474c3b2720d382b1e84,04/21/2024 06:30:00 PM,F,27.0,HELMET NOT USED,CROSSING - WITH SIGNAL,BIKE LANE,TEST NOT OFFERED,,30,UNKNOWN,UNKNOWN,PEDALCYCLIST,"FIVE POINT, OR MORE",STRAIGHT AND LEVEL,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,CLYBOURN AVE,41.9240503535,-87.6680068764,POINT (-87.668006876428 41.924050353518)
